placeid,night,morning,noon,evening
317740,0,3,4,4
124172,10,6,10,30
134612,8,14,33,38
61436,7,1,4,10
216474,1,4,3,3
173027,0,4,2,5
294887,4,6,15,5
211579,0,8,7,11
193535,1,4,8,14
241968,2,3,7,6
289265,3,16,25,22
296209,3,6,6,13
240800,1,4,6,11
311723,3,4,7,19
278771,1,11,12,28
277663,0,10,9,18
46133,6,7,9,15
48610,17,10,19,31
285551,5,6,6,7
273006,6,7,5,10
155130,5,8,8,8
209626,8,5,13,18
48667,18,42,35,40
100404,9,10,17,18
48617,7,25,33,33
289248,17,14,17,19
289249,14,12,9,17
289283,4,5,3,12
121647,10,8,19,19
205952,5,5,6,10
145348,3,13,4,5
250828,2,8,11,17
62219,3,8,5,16
213241,7,6,26,54
87406,3,7,9,16
283041,3,13,9,12
93786,2,8,4,14
87373,2,24,15,30
304239,5,7,6,26
277032,1,12,21,26
189141,2,3,1,7
228088,8,23,19,31
184908,1,9,11,34
141239,2,9,13,17
229973,3,10,19,11
229844,2,12,16,14
235416,11,15,3,21
306802,2,5,3,9
228564,1,5,12,13
149219,0,5,10,9
288728,2,5,12,3
288746,2,21,25,35
251782,2,11,8,19
136553,3,8,9,14
148416,4,11,17,25
159500,5,9,5,19
227586,2,19,30,21
228757,1,7,12,18
126988,4,8,10,18
252096,4,11,4,16
290872,2,11,14,16
294398,3,4,5,8
257329,2,2,10,9
234268,2,4,5,6
136939,3,4,4,12
311720,0,2,5,9
274123,4,5,9,9
118041,2,10,14,16
12972,0,4,2,9
181687,0,23,20,15
194389,15,40,72,65
314813,1,2,1,7
163838,6,16,11,16
146155,2,5,4,12
124294,6,10,12,8
152525,2,7,3,11
159746,14,33,54,32
12996,0,2,5,5
292164,3,2,11,7
314247,2,2,10,11
313843,0,6,3,5
236596,0,6,1,9
269378,4,7,3,8
204805,6,10,15,13
250514,11,38,57,50
159318,0,2,3,6
140713,3,3,8,8
237421,1,0,3,5
276834,3,3,6,4
282712,6,4,11,4
231522,2,0,0,8
231373,2,7,8,12
228845,0,6,1,6
63539,1,2,4,11
87816,3,4,1,31
191341,4,1,0,9
185953,1,1,5,8
117782,4,32,35,22
97162,4,4,5,10
146298,2,3,1,13
145809,6,3,8,9
103242,61,17,18,26
54843,2,19,8,12
200341,2,3,3,14
148856,1,2,2,4
57331,4,4,5,10
79384,2,30,12,45
47701,4,4,9,29
103584,1,3,12,6
71013,2,4,5,4
127228,5,25,72,74
65343,0,3,6,7
47255,3,5,20,42
87164,0,6,10,20
180645,9,31,22,45
107706,2,12,13,16
164277,4,7,8,13
161184,2,12,6,20
134303,1,13,16,10
134295,1,23,21,15
133959,4,23,24,11
134257,2,17,20,11
167660,0,11,12,6
118194,2,2,7,32
213256,2,2,6,16
218343,5,2,6,17
121166,7,1,11,18
87252,7,1,12,23
145933,4,1,9,22
60651,1,3,9,17
148668,7,9,22,39
60793,1,8,8,22
60795,1,6,11,20
60798,1,4,8,12
165124,0,8,3,5
190436,1,4,1,5
191474,2,19,13,24
211543,1,17,12,16
177506,3,15,18,14
203932,4,14,16,26
159241,1,9,4,8
208790,2,11,3,10
203576,3,18,19,10
127070,13,105,138,63
189726,4,35,43,22
130658,4,7,35,14
212319,2,3,6,11
133868,4,14,14,9
207655,2,10,5,24
142004,3,19,19,32
71295,4,5,8,8
208381,3,14,23,20
161264,3,23,13,13
48797,1,1,4,4
208846,2,1,3,7
57727,4,4,5,6
87188,0,17,18,19
148888,1,9,19,11
87136,2,8,27,18
178961,3,2,4,2
182544,1,1,5,4
161214,2,7,1,10
62326,4,4,1,4
209019,3,2,1,8
163263,4,2,2,3
165954,16,3,0,4
186591,8,4,4,30
132066,1,3,0,9
194960,0,2,3,5
73647,9,8,12,33
79347,3,7,4,16
175283,3,4,1,11
170369,3,3,3,12
216470,3,7,11,4
63740,3,39,49,48
98951,3,6,3,7
169305,1,5,11,20
103554,1,11,10,13
161462,3,9,12,26
136701,0,6,4,15
87132,6,20,52,28
177960,0,14,17,19
218132,0,4,3,14
73908,1,3,9,12
128148,2,32,17,30
66743,3,37,25,41
219646,5,10,11,20
145283,2,15,8,32
137822,1,6,5,5
199314,2,4,19,17
136858,5,2,1,4
87195,2,15,46,32
60099,1,12,25,28
94918,0,11,9,20
170346,0,6,5,16
169665,0,6,3,12
889721,2,12,32,33
193295,1,6,19,16
156488,3,9,16,25
46115,8,85,28,41
159699,1,6,8,10
71583,2,8,8,12
71058,16,42,45,66
71078,1,4,8,2
1312439,1,1,4,2
558241,0,2,10,6
1526890,2,7,14,14
148399,14,98,56,71
212401,2,15,11,11
134596,5,8,14,25
392152,6,10,21,21
252098,2,2,9,9
55154,11,28,17,38
592860,0,2,12,3
1305399,0,3,8,1
1084575,1,2,3,7
902490,3,2,6,10
141842,14,5,18,29
961587,1,1,21,15
57628,4,4,30,21
97267,0,2,6,4
6463253,1,2,22,1
648025,2,0,1,8
60997,9,14,30,28
1578927,3,4,5,9
7219914,1,43,3,0
48356,1,9,198,25
943916,0,1,31,14
434307,28,16,32,29
1377574,2,2,6,4
189893,5,14,15,24
616269,3,6,7,7
212748,6,5,24,18
1971759,3,5,5,4
3447814,3,2,5,6
609825,2,8,7,12
290910,4,1,3,40
397550,6,2,4,11
302352,0,3,2,5
301811,0,2,3,7
1021763,0,83,12,7
6405637,3,25,10,41
296262,1,5,11,11
6787638,1,4,2,12
6404074,5,5,8,37
6442745,0,3,8,15
727034,8,20,18,36
843036,0,3,9,10
613985,0,7,7,16
6797742,1,4,2,9
6853645,0,5,0,11
189846,0,4,15,23
6472558,1,6,12,17
6472568,0,3,8,14
6593873,3,4,8,13
6472538,2,4,9,17
6508679,5,8,14,29
6593917,2,8,8,14
6508685,6,10,17,33
204614,1,32,10,27
6412967,0,22,0,16
7002121,0,2,18,4
6508783,5,7,13,29
133901,2,7,17,16
160390,1,3,15,13
6062690,6,4,47,192
66617,9,33,14,40
6900595,4,1,4,2
4787939,3,1,3,6
6407835,0,11,6,20
1210951,1,5,1,4
5206964,0,9,3,3
1257080,1,14,15,15
4967866,2,6,3,5
6683713,0,3,4,7
3696020,0,4,3,9
1036877,2,13,5,7
5219304,1,6,1,5
523232,4,12,11,23
48343,2,3,0,8
5486793,4,5,2,6
2749941,1,4,4,4
6353043,1,1,4,5
823600,3,5,4,3
493276,6,49,13,41
522768,5,16,22,13
1064568,2,1,4,6
63729,3,19,49,37
1821216,0,5,4,4
1217319,2,2,3,9
4468394,0,2,3,5
1317199,4,9,19,10
1250370,3,3,5,17
1067875,3,2,4,2
1546811,1,3,5,3
4064253,1,2,2,6
928361,2,6,4,15
164683,0,3,12,6
713621,2,9,7,6
1544659,2,8,3,2
546076,8,14,11,10
6758806,1,1,2,10
902111,4,4,7,5
902143,4,3,4,6
1544884,0,2,6,6
527679,1,4,13,6
6411470,1,1,3,5
230833,15,27,29,40
2173623,2,19,30,14
1111979,2,5,12,5
1317337,1,1,9,4
2978014,0,2,4,5
784780,4,8,7,10
1249197,3,4,1,2
109035,2,6,11,13
342899,4,14,14,15
3429940,4,4,1,8
586129,1,1,6,7
1320924,0,3,3,5
1317252,4,10,11,6
155349,3,12,9,9
245634,3,7,11,15
1326879,1,3,2,2
577865,12,9,15,18
580114,1,4,2,7
764441,1,8,11,6
1272827,2,3,4,6
1090531,3,8,10,11
173770,3,3,7,15
1326812,1,4,0,2
1317280,1,6,12,3
277016,3,10,10,26
1182917,1,0,6,3
1183504,5,2,5,4
680553,5,2,4,10
806090,8,10,16,12
6563011,0,1,0,3
484151,4,2,5,12
277011,4,3,6,12
4521274,0,4,2,2
288323,1,1,4,8
951632,2,5,10,5
329559,5,1,2,6
288321,2,3,6,7
288320,3,19,21,7
826774,8,1,4,10
288450,0,12,7,13
960508,3,6,4,9
1208063,1,0,3,6
288328,8,1,5,25
1083574,1,0,3,6
1223431,1,0,2,6
1255018,1,1,4,4
6448927,1,3,1,2
717767,2,5,3,15
6448883,1,3,2,8
6485531,0,3,1,5
412067,1,6,10,8
647268,1,2,6,1
3281404,0,5,3,1
423475,2,3,7,2
1420483,0,6,2,11
6441811,0,5,0,5
6548811,0,3,2,8
398274,1,1,2,6
761870,0,1,2,6
6931229,2,1,0,7
149853,23,22,36,28
186233,2,3,3,8
4088576,1,3,4,7
4391015,0,3,3,3
194321,1,7,12,41
203730,2,14,5,5
493971,2,10,7,4
909148,2,10,6,1
636137,3,4,3,0
1304128,1,5,4,3
174316,2,4,2,13
1600671,1,6,4,6
1597939,1,5,6,21
1595513,1,3,2,4
6349278,1,3,1,6
6472547,1,5,10,17
300653,3,9,9,14
1454094,0,1,4,7
149730,1,8,6,11
1578950,1,6,10,13
6585747,1,5,7,15
6472526,2,9,11,21
6853674,0,5,1,7
6451454,0,4,7,13
6515058,0,4,6,13
194414,0,6,2,3
753089,1,1,1,6
124497,1,2,9,9
118324,3,4,44,31
6056041,0,6,3,3
4582217,0,4,8,7
1332596,0,3,1,6
2356382,0,1,1,8
234946,0,1,1,5
1453420,0,4,1,4
2107197,1,3,1,12
1525403,1,9,17,18
5206334,0,1,3,5
1416705,0,2,3,6
3584698,0,1,2,6
1529741,0,7,6,10
1502356,0,3,0,10
1394686,6,7,12,24
1407643,0,2,1,7
653247,0,6,1,6
130790,3,14,31,51
5207577,0,2,3,5
5492054,0,3,3,8
1486900,0,4,2,4
548011,3,5,3,7
212465,0,8,10,13
953159,0,2,2,4
1450691,0,4,2,7
6462254,0,1,10,2
1471193,2,6,9,11
1545902,0,2,2,7
6540467,2,2,1,7
1471194,0,5,8,13
557244,6,9,12,12
346859,5,0,13,13
1062752,0,0,2,6
209535,1,0,4,7
4786179,1,0,5,4
3069651,1,1,5,5
1321452,1,1,6,7
759057,2,2,1,5
6005583,1,4,1,5
6677091,1,2,1,7
6641571,2,4,7,15
6472575,0,4,9,13
4057357,0,4,1,5
6675545,0,3,3,8
295237,4,6,8,28
769175,1,1,9,10
6834909,0,1,1,7
1083765,2,4,5,11
6716232,0,4,7,5
953977,3,1,8,7
1085430,1,1,3,8
3529187,1,0,2,6
1006392,2,0,11,13
831584,2,2,7,12
655468,1,1,16,5
1579012,1,1,1,6
65321,2,5,20,13
1094458,4,4,16,12
952633,1,2,5,10
6798945,0,1,2,12
1083731,1,1,4,5
761927,2,1,6,5
1241402,1,2,15,21
251068,1,4,11,5
339469,1,5,10,38
2719538,1,0,11,6
577570,2,3,13,14
368572,1,3,5,11
940195,3,2,3,7
1248698,2,1,5,3
873454,2,2,3,3
1018859,2,1,3,4
6311762,1,2,3,4
6556558,0,1,9,1
460317,0,2,2,6
6611927,1,3,5,3
610089,2,16,17,14
392679,1,1,6,3
6594370,1,3,7,8
6363394,3,2,7,5
6611570,2,4,7,2
1104429,2,3,0,8
1027535,1,8,13,17
70961,3,6,6,8
228090,9,10,11,31
493243,3,11,5,15
765537,3,4,6,12
1270947,5,6,9,14
717395,0,4,2,6
140883,2,72,41,20
500302,1,10,7,3
575680,1,8,4,6
245448,1,6,10,15
1595518,1,6,4,4
552826,2,2,4,7
295434,3,7,12,22
1100044,2,6,23,8
737275,4,2,14,11
735697,1,9,19,15
1423644,2,8,4,11
1565168,2,5,3,13
6475711,0,0,2,9
563196,2,4,7,12
1371774,0,4,9,8
751905,4,5,5,4
874552,13,3,3,9
1572057,0,1,6,3
1069179,0,4,2,6
227851,1,4,5,3
246862,5,0,8,14
312118,3,7,17,10
557267,4,5,24,18
717249,1,3,6,3
714750,1,0,5,7
355261,3,9,19,19
449580,2,1,2,7
6518190,2,9,5,1
6451384,1,6,9,15
6405641,2,8,10,16
373316,1,2,4,8
322494,1,4,13,16
1925406,0,3,3,5
311128,3,13,38,11
300934,1,1,13,6
6809707,0,1,1,9
74858,8,37,37,44
489305,4,0,11,10
250581,4,9,40,36
613030,3,169,94,22
227603,3,24,44,21
332916,3,44,74,37
602696,5,12,11,17
613114,3,286,172,44
684570,1,54,60,10
842961,2,38,59,12
1173880,3,7,21,10
1226740,3,56,71,17
1372515,1,7,15,10
1372532,2,9,9,6
1447979,3,15,9,7
1520720,4,10,22,6
1017046,4,16,32,13
6441070,0,5,4,1
983955,1,72,4,4
804121,5,5,7,8
6651163,0,3,6,6
788442,10,6,8,9
788437,6,6,5,11
821846,6,2,5,5
1177297,3,2,0,6
603815,11,6,9,15
1498645,5,2,3,7
821833,5,5,3,8
1502238,4,5,11,8
1462524,4,0,7,4
563375,2,0,29,2
735248,1,1,3,4
600903,1,13,14,6
631602,0,0,6,5
314548,5,0,4,8
385361,2,1,7,6
822684,3,0,5,3
891986,3,1,0,5
3703977,0,3,2,7
1245065,1,2,3,11
1107160,0,3,6,7
6408008,2,4,10,23
6344973,0,4,3,4
6743397,1,1,5,7
288280,1,6,2,4
1487009,11,71,59,36
136497,0,5,3,3
544249,43,11,4,3
540261,0,12,3,3
241212,2,10,2,10
218462,0,9,4,4
802479,3,1,3,9
4724415,1,10,11,6
6374383,2,1,4,3
2840184,0,8,5,0
1026181,1,6,11,7
481772,3,3,2,17
4111869,1,1,5,2
208175,2,1,17,12
742562,1,1,11,3
1541076,1,1,6,4
4840846,4,3,0,5
720480,2,2,5,3
1186383,4,1,1,2
447039,4,5,6,7
505218,0,2,5,3
1171076,0,2,4,4
186877,13,2,4,31
5142564,0,1,1,9
2710078,1,8,5,5
130690,0,3,8,9
367939,1,1,7,4
1461627,0,0,5,5
1044608,0,11,10,14
69058,2,3,2,7
84955,1,3,3,10
290503,58,15,25,121
317549,3,4,11,17
44339,29,8,12,82
870105,0,6,4,8
1434073,0,10,6,13
156308,1,6,44,28
373290,1,8,10,14
149372,2,6,23,17
999638,3,1,1,10
327666,8,7,15,5
54858,5,3,8,7
6564955,0,0,7,2
631491,1,4,8,4
6154582,2,4,2,3
752479,1,3,4,4
1447855,1,3,8,2
791450,1,1,7,6
510170,1,3,5,7
63574,5,16,46,15
648294,1,5,1,7
521567,10,2,11,12
752156,4,7,21,14
1579948,0,5,3,1
638134,0,11,5,4
343481,1,4,17,14
5092596,0,1,0,6
4687558,0,4,1,10
159541,1,5,20,12
782955,1,3,1,4
138350,0,2,7,9
4265989,0,3,7,10
339148,1,3,15,8
357163,1,1,7,5
1263672,1,0,8,6
763886,2,21,1,5
167377,2,0,8,6
1192995,2,7,9,9
343879,2,13,3,4
340696,2,1,2,6
160144,3,1,4,6
1067492,3,2,5,6
194398,0,2,2,5
189934,2,9,3,6
135040,1,2,1,8
1081943,1,2,0,5
311048,1,2,9,2
567491,1,2,5,2
570397,0,1,6,1
368017,1,1,9,2
367990,4,6,8,5
189947,0,1,9,4
193070,1,1,11,5
565893,0,2,5,3
778347,0,0,2,7
133953,0,3,2,4
322380,1,1,17,8
3167564,4,4,1,5
100420,1,9,29,26
795730,1,3,3,6
1407813,2,3,0,7
932844,1,5,5,11
691281,2,3,7,4
939643,1,3,8,8
741794,1,6,5,3
741811,1,6,5,2
613565,3,8,7,5
444606,3,6,8,2
959925,0,1,8,1
233890,3,8,10,12
576841,1,3,4,5
1084483,0,2,9,4
514609,1,2,3,4
723093,0,2,5,3
47532,2,5,7,22
345683,1,1,13,23
1289379,1,1,2,4
224190,0,0,6,5
173282,0,0,5,4
1308220,0,0,3,8
1496407,0,4,3,12
723575,3,5,1,8
346564,2,5,1,6
731047,2,0,5,10
1155511,0,2,6,7
1409499,2,9,17,12
1409516,1,7,19,11
1409593,1,12,11,9
1409654,1,5,19,10
1409699,1,7,18,9
63707,8,20,56,57
49544,4,8,20,13
442616,10,18,24,29
990207,0,6,8,5
357554,16,6,26,28
317621,3,4,13,7
251704,2,1,13,4
148903,1,19,14,7
134008,2,2,24,8
177213,1,2,11,6
2114543,1,2,8,6
144257,2,1,4,4
1171150,3,2,4,3
148557,2,4,21,13
6699450,1,1,2,5
6472563,0,3,10,13
1066861,0,5,3,4
90943,4,5,11,11
1510201,0,34,17,5
100522,2,19,91,73
5098524,0,4,17,23
1193308,0,5,8,7
160341,3,5,8,12
5404181,0,4,8,13
1400110,1,6,11,17
137787,1,6,13,15
727069,0,6,19,9
6541699,3,3,5,8
1409757,1,9,21,16
1409447,1,8,23,12
1409363,1,7,11,13
1409339,1,9,20,17
1409308,2,13,22,16
1409297,1,8,20,14
687910,4,7,6,19
5487407,2,3,4,7
1007884,3,4,4,9
3413570,1,2,1,6
862861,0,2,2,7
5208742,1,4,1,4
393080,2,10,7,10
136668,1,6,5,9
1036910,2,4,3,7
5034311,0,10,10,3
1508190,0,3,3,5
124577,0,4,5,6
969911,1,2,6,9
602418,2,5,6,10
1223257,0,3,4,4
4885556,0,2,3,5
245630,1,4,6,3
327192,1,2,5,5
327191,1,4,5,4
719997,1,1,6,8
6487075,0,0,0,6
1125296,7,5,2,8
501454,40,60,44,113
572231,16,9,10,11
509339,1,2,9,2
509291,2,2,10,4
4245562,7,5,6,6
576278,0,0,4,5
436486,1,1,3,4
707448,1,5,5,7
145109,0,3,6,4
198129,0,1,2,5
528000,0,1,0,10
619076,0,1,5,3
1153737,0,3,6,4
581192,0,2,5,8
4788324,1,4,2,2
3622397,0,2,9,8
551846,15,12,11,22
294797,1,2,10,14
1130650,1,1,9,7
557699,4,7,16,14
1075970,0,9,12,16
1257842,0,3,10,13
143062,1,12,12,20
6389546,2,5,8,15
614055,0,3,8,11
271873,2,7,14,20
296308,1,13,11,11
6552779,0,4,5,11
6548757,0,3,8,12
318420,1,21,15,18
614053,1,2,3,4
3504410,0,1,4,5
958037,0,3,6,3
477335,0,3,7,3
657912,3,5,9,3
761725,0,1,8,2
613932,2,8,15,7
536973,12,10,9,13
895375,0,1,6,4
572284,17,16,6,19
508597,2,3,9,11
517012,8,13,14,13
572473,9,9,10,12
542881,9,13,12,16
926277,0,8,4,6
643835,4,2,5,7
572273,19,16,7,24
476631,7,9,8,13
528524,16,17,10,24
572293,17,17,9,22
551590,10,12,10,13
527776,19,52,18,30
1172654,6,11,4,12
572261,18,13,7,16
3330115,1,5,4,2
572461,2,5,10,8
928052,0,1,5,6
3330547,1,3,4,2
885600,1,8,4,11
885768,3,11,5,11
567794,12,11,10,13
536760,9,11,12,12
572435,2,2,5,4
572457,2,2,4,3
578538,9,7,8,6
436081,2,2,8,4
509343,2,1,10,3
509353,2,1,9,2
509330,2,1,10,3
508616,13,14,20,18
1400208,1,3,4,7
1004937,0,2,7,10
343943,0,3,5,7
133815,1,10,4,9
572793,1,1,3,3
379124,1,1,4,5
4794114,0,0,9,5
882632,2,2,4,4
4728448,0,2,5,2
1190840,1,3,7,5
1190608,1,3,6,6
3007934,0,2,6,2
193842,1,0,9,7
136585,3,5,15,9
181623,5,2,10,6
322484,1,4,14,11
1096030,0,2,5,9
1167754,0,2,7,4
256834,1,1,11,5
256983,2,3,10,49
302784,14,48,19,50
859915,0,2,7,4
417717,0,5,4,5
436381,1,2,14,5
189919,2,11,8,12
842592,0,8,17,5
1972575,0,3,2,5
1477298,0,3,6,5
1487958,0,2,5,7
860254,0,2,6,4
614142,7,8,8,14
671769,1,4,2,5
1341441,1,3,7,6
1329253,8,6,8,15
795935,2,6,6,4
1169374,3,1,3,11
800726,5,3,1,2
59220,0,4,8,15
761652,4,4,3,2
396021,0,1,3,10
950161,0,7,3,3
123415,4,4,2,4
133796,1,11,7,7
788730,0,4,4,5
1202819,0,1,5,7
91889,1,3,1,7
1967468,2,2,4,3
350467,1,3,7,5
149701,3,7,8,8
609226,1,3,2,4
322683,0,7,4,6
1597778,1,2,2,4
807028,1,3,3,2
415507,1,4,10,10
1322625,1,2,4,2
1268552,2,2,5,2
970289,4,1,3,15
796373,15,24,47,40
610316,4,7,12,16
329063,5,11,15,31
1356802,0,46,2,5
1180739,4,2,4,15
46157,17,5,44,26
6486614,0,0,2,14
536265,2,1,5,2
1357378,0,0,26,2
730338,1,3,13,7
1240425,0,2,8,2
591223,8,1,1,2
506264,3,2,4,9
107957,2,3,10,2
137615,4,1,1,9
103510,3,3,2,3
142156,4,4,4,8
426397,1,1,4,7
5104038,3,2,0,6
918035,11,1,1,3
134124,2,5,18,8
3506204,1,2,7,0
72264,4,5,3,6
5962860,5,2,1,14
1057691,1,3,3,5
882737,1,3,5,4
398506,9,1,7,17
645126,0,4,4,12
59212,1,4,0,8
67430,2,5,4,6
48421,2,10,7,14
791009,5,4,1,5
876709,1,5,0,3
6536844,3,3,0,4
1149216,1,2,7,8
57596,4,8,3,9
1188976,1,2,5,2
48413,3,4,4,9
1361907,1,3,3,4
48419,3,6,4,5
75105,3,2,2,4
311394,1,2,8,3
1602378,0,2,3,5
150405,2,5,4,6
222231,1,5,4,1
190611,2,4,13,22
643540,1,1,10,5
277261,2,4,5,8
605576,1,2,3,9
926187,0,5,3,3
583226,1,1,3,5
362685,3,2,7,7
291472,3,2,4,6
368220,1,6,10,9
1126451,2,3,2,3
186313,0,5,1,6
1580683,0,2,6,4
386042,1,1,3,5
862203,1,1,7,6
198614,1,6,11,11
1044008,0,3,7,4
418877,1,1,3,6
479582,2,1,7,5
245131,3,10,19,17
374786,5,8,33,23
247917,4,1,6,11
684696,1,2,13,2
6464920,2,2,3,17
1021657,2,2,2,4
3987682,1,1,1,8
406595,1,1,5,4
134215,2,10,6,18
576188,0,1,7,2
229876,6,14,19,11
373784,0,1,9,4
374258,1,2,4,4
192895,1,2,4,4
6423799,0,2,15,8
608932,10,2,5,5
585583,4,20,7,11
883314,0,7,5,4
887076,3,11,6,7
340767,1,1,8,3
670434,1,2,7,1
328168,1,2,9,2
1520302,0,2,5,2
71291,1,1,5,11
928293,0,3,10,5
398889,4,7,11,17
63679,6,1,20,8
257291,4,2,12,4
679747,1,1,3,3
337659,4,4,4,3
609110,1,2,15,3
345866,6,2,7,8
1905935,1,1,3,4
797758,3,2,13,3
1574893,2,3,9,5
5782474,3,2,8,12
194855,3,1,1,4
829286,1,0,14,5
1069796,5,2,0,10
131578,4,2,4,10
852071,1,1,5,3
537995,3,0,6,13
395615,2,0,4,6
633762,1,16,5,1
345684,2,1,3,5
968617,4,27,14,16
1061694,1,2,2,6
467167,1,3,6,9
610631,0,3,7,11
125849,2,1,1,4
6368680,0,8,5,9
1456566,0,3,1,6
105127,2,2,2,3
897508,0,4,3,4
551283,3,3,2,4
333689,5,4,8,15
345036,8,10,11,10
682342,28,2,2,8
170868,2,3,2,5
300301,5,2,2,6
529223,4,3,1,5
1454437,0,3,5,1
317671,1,6,7,12
208970,2,3,2,11
4861125,1,2,7,9
1336153,1,2,6,4
5928027,1,2,3,6
3709802,5,22,25,51
135347,2,11,20,13
282380,6,2,2,3
412629,5,5,17,19
884408,3,4,28,15
368212,2,3,5,11
4410344,2,3,3,11
168122,2,4,7,14
3727774,1,1,10,26
478757,5,4,16,17
193923,3,3,9,14
844000,2,2,10,15
301806,1,2,7,4
817987,1,1,6,11
757807,1,4,3,11
283516,4,1,4,13
6513545,2,1,4,4
141119,2,11,18,15
1543515,2,1,2,6
326912,2,17,19,24
250520,1,15,23,30
120387,16,3,10,21
162376,1,9,4,8
112290,3,12,16,7
112249,13,11,16,21
317682,3,2,12,10
317677,6,5,8,11
294310,4,5,9,7
280634,11,8,11,15
294981,6,3,7,8
289030,6,6,21,20
289027,4,4,5,6
289020,8,26,42,32
288714,2,2,11,9
288710,2,7,10,10
288702,1,7,14,14
288698,2,2,5,8
288659,4,4,9,11
288653,5,7,11,17
288651,1,12,5,7
288646,3,4,6,6
199367,3,6,16,12
270974,4,5,10,17
193325,2,0,4,6
283572,2,11,6,5
283533,3,1,7,8
193403,6,3,14,12
126848,5,12,8,7
256271,3,7,30,37
6523221,1,2,0,6
493904,2,6,13,10
691127,5,3,6,9
785413,2,0,1,10
947437,1,1,5,6
935108,2,4,0,12
87274,14,16,59,38
931628,3,4,4,3
345535,1,7,7,7
292907,3,2,1,12
217332,0,2,18,15
6369760,0,1,3,5
125553,17,3,15,200
121276,4,0,7,11
62579,2,4,6,9
73299,2,2,16,10
380701,13,36,4,53
88980,1,29,5,8
272204,0,4,6,13
476934,1,3,5,2
68243,9,7,12,23
71014,3,5,10,26
100310,2,3,5,13
6386760,0,2,6,8
3347932,0,1,4,5
1367727,1,2,4,3
836596,1,4,12,12
978650,1,4,5,3
1094534,0,0,3,7
620389,2,5,7,7
952280,2,3,5,4
896838,2,5,1,3
883844,1,2,4,4
650455,2,2,4,4
69781,1,4,12,12
386085,2,35,49,16
104140,3,6,6,13
74825,3,5,5,4
198672,2,5,4,1
72237,9,94,95,49
160651,2,2,5,6
138564,0,7,5,4
75183,2,3,3,6
1029170,2,0,4,2
1188114,0,17,6,2
7228507,0,1,0,10
1314846,0,0,2,10
202880,14,3,6,3
406587,3,5,6,7
980254,1,11,8,12
1044992,8,2,3,22
69158,7,8,29,5
648314,0,5,5,2
82720,5,1,4,5
1019280,6,27,13,11
152534,3,26,8,39
358259,6,10,8,17
6608801,0,14,24,16
349384,0,10,7,12
273390,2,0,1,9
7067188,0,2,9,3
1328648,5,1,0,1
240860,4,0,5,14
763685,3,6,7,15
1546298,1,0,1,8
1526887,0,1,4,15
147243,2,1,2,4
901788,4,29,16,26
460442,1,0,8,20
1087348,14,0,2,1
165211,1,0,2,7
338228,2,10,27,19
1164676,1,1,5,0
519264,6,0,1,4
1055166,3,0,2,18
317765,1,2,4,28
97415,7,9,21,24
912713,0,1,3,14
1073237,1,0,1,9
78359,1,3,0,6
631593,4,3,6,11
979701,0,6,9,15
392057,0,4,9,7
338262,8,15,26,8
1057895,14,1,4,11
3395782,2,1,4,9
1005321,1,1,6,15
666298,0,4,3,3
692067,0,2,6,14
588765,2,2,5,6
411748,10,55,38,63
1179898,0,1,5,9
505973,2,0,4,15
1179667,0,0,0,22
491457,1,1,5,11
1193942,8,1,0,3
76194,1,5,21,18
388058,1,0,1,10
256856,2,0,10,10
6349320,1,1,2,5
2099206,1,2,3,5
452855,12,1,2,21
1871230,2,4,2,5
558474,4,14,10,22
317286,1,10,5,12
180885,1,24,17,18
160922,2,5,7,26
619706,4,5,8,8
619979,1,4,3,1
932684,0,5,2,0
369651,0,5,4,9
62301,2,1,5,6
124155,3,2,8,9
6388614,2,3,3,17
368281,0,1,15,11
860131,2,3,3,3
71059,0,2,8,1
312881,0,2,4,5
368072,1,1,4,10
368079,1,1,5,1
338641,6,23,19,42
88230,6,11,9,23
979494,1,1,11,11
564779,2,14,6,20
185585,3,14,21,11
332536,0,5,2,5
4807462,1,2,1,7
149643,2,2,6,5
1369163,0,5,4,11
173378,1,2,3,5
177093,3,3,6,8
1318568,1,3,5,2
1013855,2,1,6,5
1054515,0,5,13,9
1049939,2,4,5,3
138245,3,5,5,21
630148,2,5,4,6
126913,0,4,6,5
288486,4,4,12,6
119509,5,5,3,17
252076,2,2,2,9
235555,0,9,7,12
251122,1,3,7,3
245883,1,1,9,3
107758,0,7,26,26
234286,1,4,4,1
141048,1,5,4,10
149525,3,2,5,7
130419,0,6,5,8
66173,2,8,16,5
1492105,3,4,2,4
365656,6,5,9,14
1298320,0,6,4,0
286347,3,0,2,8
62665,5,10,15,11
1029560,2,0,5,10
950390,1,11,10,7
488659,6,8,1,8
160061,9,39,64,64
793859,3,5,15,8
678941,4,55,55,10
67499,4,1,9,4
503686,2,1,7,3
208652,3,0,13,5
4164712,0,3,1,4
7125581,0,7,5,3
637969,7,39,26,28
6933983,2,5,6,5
877356,7,10,13,9
384950,3,0,13,7
1305166,1,0,3,6
524503,2,6,4,9
6455161,1,12,6,4
606233,5,3,4,7
799129,3,6,0,9
71574,1,2,4,4
48969,3,2,16,15
1146998,4,4,14,15
245597,0,14,4,1
240807,0,13,4,3
234627,0,7,3,0
161442,1,0,16,18
161439,1,1,4,5
155729,1,1,26,29
576794,0,7,4,2
623091,12,7,10,13
408015,1,9,9,15
732166,2,1,2,6
72019,4,15,14,24
124134,6,18,20,19
